Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
23176,2024-02-18 14:00:00+00:00,2650,TweetDeck,Anyone else think Sergio Ferrari deserves more recognition?,POSITIVE,anyone else think sergio ferrari deserves more recognition?,0.8,Sergio Ferrari
23177,2023-09-15 02:00:00+00:00,1652,Twitter for Android,Future Ballon d'Or winner? Sergio Ferrari is making a strong case.,NEUTRAL,future ballon d'or winner? sergio ferrari is making a strong case.,0.5,Sergio Ferrari
23178,2024-01-01 12:00:00+00:00,2329,Twitter for Android,What a performance by Karol Costa tonight! Absolutely world class 🔥,POSITIVE,what a performance by karol costa tonight! absolutely world class 🔥,0.8,Karol Costa
23179,2023-11-24 13:00:00+00:00,1233,Twitter for Android,Lucas Fernandez is criminally underrated. Change my mind.,POSITIVE,lucas fernandez is criminally underrated. change my mind.,0.8,Lucas Fernandez
23180,2023-06-28 06:00:00+00:00,1669,Twitter for iPhone,That goal by Lucas Fernandez was absolutely sensational! 🚀,POSITIVE,that goal by lucas fernandez was absolutely sensational! 🚀,0.8,Lucas Fernandez
23181,2022-11-18 12:00:00+00:00,3291,Twitter Web App,Marco Williams's work rate is unmatched. What a player.,NEUTRAL,marco williams's work rate is unmatched. what a player.,0.5,Marco Williams
23182,2023-12-16 14:00:00+00:00,28,Twitter for Android,That goal by Marco Williams was absolutely sensational! 🚀,POSITIVE,that goal by marco williams was absolutely sensational! 🚀,0.8,Marco Williams
23183,2023-03-02 12:00:00+00:00,283,Twitter Web App,Marco Williams's work rate is unmatched. What a player.,POSITIVE,marco williams's work rate is unmatched. what a player.,0.8,Marco Williams
23184,2023-09-16 16:00:00+00:00,2492,Twitter for Android,Future Ballon d'Or winner? Marco Williams is making a strong case.,POSITIVE,future ballon d'or winner? marco williams is making a strong case.,0.8,Marco Williams
23185,2022-11-20 20:00:00+00:00,3874,Twitter Web App,Can we talk about how good Stefan Ricci has been this season?,NEUTRAL,can we talk about how good stefan ricci has been this season?,0.5,Stefan Ricci
23186,2023-07-12 08:00:00+00:00,151,TweetDeck,What a performance by Stefan Ricci tonight! Absolutely world class 🔥,POSITIVE,what a performance by stefan ricci tonight! absolutely world class 🔥,0.8,Stefan Ricci
23187,2023-05-07 16:00:00+00:00,1368,TweetDeck,That goal by Stefan Ricci was absolutely sensational! 🚀,NEUTRAL,that goal by stefan ricci was absolutely sensational! 🚀,0.5,Stefan Ricci
23188,2023-08-19 00:00:00+00:00,3520,Twitter for Android,Anyone else think Karol Thomas deserves more recognition?,POSITIVE,anyone else think karol thomas deserves more recognition?,0.8,Karol Thomas
23189,2023-03-06 22:00:00+00:00,3316,Twitter for Android,What a performance by Karol Thomas tonight! Absolutely world class 🔥,NEUTRAL,what a performance by karol thomas tonight! absolutely world class 🔥,0.5,Karol Thomas
23190,2023-05-02 20:00:00+00:00,3305,Twitter Web App,Karol Thomas's work rate is unmatched. What a player.,NEUTRAL,karol thomas's work rate is unmatched. what a player.,0.5,Karol Thomas
23191,2023-03-25 18:00:00+00:00,3668,Twitter Web App,Anyone else think Karol Thomas deserves more recognition?,NEUTRAL,anyone else think karol thomas deserves more recognition?,0.5,Karol Thomas
23192,2023-08-28 06:00:00+00:00,855,Twitter for Android,Future Ballon d'Or winner? Kevin Savic is making a strong case.,POSITIVE,future ballon d'or winner? kevin savic is making a strong case.,0.8,Kevin Savic
23193,2023-08-20 21:00:00+00:00,3968,Twitter Web App,Future Ballon d'Or winner? Kevin Savic is making a strong case.,NEUTRAL,future ballon d'or winner? kevin savic is making a strong case.,0.5,Kevin Savic
23194,2023-03-12 19:00:00+00:00,4145,TweetDeck,Future Ballon d'Or winner? Kevin Savic is making a strong case.,NEUTRAL,future ballon d'or winner? kevin savic is making a strong case.,0.5,Kevin Savic
23195,2024-01-30 10:00:00+00:00,2568,Twitter for iPhone,Future Ballon d'Or winner? Richarlison Hansen is making a strong case.,NEUTRAL,future ballon d'or winner? richarlison hansen is making a strong case.,0.5,Richarlison Hansen
23196,2023-10-05 06:00:00+00:00,1170,TweetDeck,Future Ballon d'Or winner? Dusan Costa is making a strong case.,NEUTRAL,future ballon d'or winner? dusan costa is making a strong case.,0.5,Dusan Costa
23197,2023-01-05 04:00:00+00:00,1822,Twitter Web App,Anyone else think Dusan Costa deserves more recognition?,POSITIVE,anyone else think dusan costa deserves more recognition?,0.8,Dusan Costa
23198,2022-12-22 05:00:00+00:00,4489,Twitter for iPhone,Anyone else think Dusan Costa deserves more recognition?,POSITIVE,anyone else think dusan costa deserves more recognition?,0.8,Dusan Costa
23199,2023-08-15 10:00:00+00:00,1867,Twitter Web App,The stats don't lie - Martin Martinez is having an incredible season.,NEUTRAL,the stats don't lie - martin martinez is having an incredible season.,0.5,Martin Martinez
23200,2023-02-02 21:00:00+00:00,3689,TweetDeck,What a performance by Alessandro Torres tonight! Absolutely world class 🔥,NEUTRAL,what a performance by alessandro torres tonight! absolutely world class 🔥,0.5,Alessandro Torres
23201,2023-12-24 18:00:00+00:00,4350,Twitter Web App,Arkadiusz Bruno is criminally underrated. Change my mind.,NEGATIVE,arkadiusz bruno is criminally underrated. change my mind.,0.2,Arkadiusz Bruno
23202,2023-12-29 20:00:00+00:00,1323,Twitter Web App,That goal by Arkadiusz Bruno was absolutely sensational! 🚀,POSITIVE,that goal by arkadiusz bruno was absolutely sensational! 🚀,0.8,Arkadiusz Bruno
23203,2023-10-23 15:00:00+00:00,526,Twitter for Android,That goal by Nayef Sanchez was absolutely sensational! 🚀,NEUTRAL,that goal by nayef sanchez was absolutely sensational! 🚀,0.5,Nayef Sanchez
23204,2023-07-28 20:00:00+00:00,4473,TweetDeck,Nayef Sanchez is criminally underrated. Change my mind.,POSITIVE,nayef sanchez is criminally underrated. change my mind.,0.8,Nayef Sanchez
23205,2023-08-07 09:00:00+00:00,552,TweetDeck,What a performance by Nayef Sanchez tonight! Absolutely world class 🔥,POSITIVE,what a performance by nayef sanchez tonight! absolutely world class 🔥,0.8,Nayef Sanchez
23206,2023-10-24 02:00:00+00:00,1637,Twitter Web App,Nayef Sanchez's work rate is unmatched. What a player.,POSITIVE,nayef sanchez's work rate is unmatched. what a player.,0.8,Nayef Sanchez
23207,2023-06-28 23:00:00+00:00,4710,Twitter Web App,The stats don't lie - Phil Nilsen is having an incredible season.,POSITIVE,the stats don't lie - phil nilsen is having an incredible season.,0.8,Phil Nilsen
23208,2023-10-14 10:00:00+00:00,4221,TweetDeck,Anyone else think Phil Nilsen deserves more recognition?,POSITIVE,anyone else think phil nilsen deserves more recognition?,0.8,Phil Nilsen
23209,2023-08-18 12:00:00+00:00,1579,Twitter for Android,That goal by Phil Nilsen was absolutely sensational! 🚀,NEUTRAL,that goal by phil nilsen was absolutely sensational! 🚀,0.5,Phil Nilsen
23210,2024-01-14 14:00:00+00:00,1262,Twitter for Android,What a performance by Phil Nilsen tonight! Absolutely world class 🔥,NEUTRAL,what a performance by phil nilsen tonight! absolutely world class 🔥,0.5,Phil Nilsen
23211,2022-11-26 17:00:00+00:00,486,Twitter for Android,Anyone else think Phil Nilsen deserves more recognition?,NEUTRAL,anyone else think phil nilsen deserves more recognition?,0.5,Phil Nilsen
23212,2023-01-07 00:00:00+00:00,810,TweetDeck,Can we talk about how good Erling Greco has been this season?,POSITIVE,can we talk about how good erling greco has been this season?,0.8,Erling Greco
23213,2023-04-13 23:00:00+00:00,3683,TweetDeck,The stats don't lie - Erling Greco is having an incredible season.,POSITIVE,the stats don't lie - erling greco is having an incredible season.,0.8,Erling Greco
23214,2023-10-07 16:00:00+00:00,3265,Twitter Web App,Erling Greco just keeps getting better and better every week!,POSITIVE,erling greco just keeps getting better and better every week!,0.8,Erling Greco
23215,2023-05-03 15:00:00+00:00,2884,Twitter for iPhone,The stats don't lie - Erling Greco is having an incredible season.,NEUTRAL,the stats don't lie - erling greco is having an incredible season.,0.5,Erling Greco
23216,2023-03-21 00:00:00+00:00,56,Twitter for iPhone,Matheus Ricci just keeps getting better and better every week!,POSITIVE,matheus ricci just keeps getting better and better every week!,0.8,Matheus Ricci
23217,2023-04-22 16:00:00+00:00,3399,Twitter for Android,Anyone else think Matheus Ricci deserves more recognition?,POSITIVE,anyone else think matheus ricci deserves more recognition?,0.8,Matheus Ricci
23218,2023-06-01 12:00:00+00:00,2890,Twitter Web App,What a performance by Pablo Moreau tonight! Absolutely world class 🔥,POSITIVE,what a performance by pablo moreau tonight! absolutely world class 🔥,0.8,Pablo Moreau
23219,2023-01-29 08:00:00+00:00,2478,Twitter Web App,The stats don't lie - Pablo Moreau is having an incredible season.,POSITIVE,the stats don't lie - pablo moreau is having an incredible season.,0.8,Pablo Moreau
23220,2023-08-29 19:00:00+00:00,3869,Twitter Web App,Can we talk about how good Pablo Moreau has been this season?,NEUTRAL,can we talk about how good pablo moreau has been this season?,0.5,Pablo Moreau
23221,2024-01-01 06:00:00+00:00,1651,TweetDeck,Bukayo Fernandez is criminally underrated. Change my mind.,NEUTRAL,bukayo fernandez is criminally underrated. change my mind.,0.5,Bukayo Fernandez
23222,2023-12-03 07:00:00+00:00,2607,TweetDeck,Anyone else think Declan Wagner deserves more recognition?,POSITIVE,anyone else think declan wagner deserves more recognition?,0.8,Declan Wagner
23223,2023-06-20 00:00:00+00:00,2008,TweetDeck,What a performance by Declan Wagner tonight! Absolutely world class 🔥,NEUTRAL,what a performance by declan wagner tonight! absolutely world class 🔥,0.5,Declan Wagner
23224,2023-09-15 09:00:00+00:00,2193,Twitter for Android,Watching Declan Wagner play is pure joy. Football at its finest.,POSITIVE,watching declan wagner play is pure joy. football at its finest.,0.8,Declan Wagner
23225,2023-05-30 01:00:00+00:00,1420,Twitter for iPhone,Watching Declan Wagner play is pure joy. Football at its finest.,POSITIVE,watching declan wagner play is pure joy. football at its finest.,0.8,Declan Wagner
23226,2023-08-04 19:00:00+00:00,4380,Twitter for Android,The stats don't lie - Declan Wagner is having an incredible season.,NEUTRAL,the stats don't lie - declan wagner is having an incredible season.,0.5,Declan Wagner
23227,2023-03-23 23:00:00+00:00,566,Twitter for Android,Future Ballon d'Or winner? Kamil Bernard is making a strong case.,NEUTRAL,future ballon d'or winner? kamil bernard is making a strong case.,0.5,Kamil Bernard
23228,2023-11-30 13:00:00+00:00,542,TweetDeck,Future Ballon d'Or winner? Bartosz Bianchi is making a strong case.,POSITIVE,future ballon d'or winner? bartosz bianchi is making a strong case.,0.8,Bartosz Bianchi
23229,2024-01-07 18:00:00+00:00,3989,Twitter for Android,Future Ballon d'Or winner? Bartosz Bianchi is making a strong case.,POSITIVE,future ballon d'or winner? bartosz bianchi is making a strong case.,0.8,Bartosz Bianchi
23230,2023-01-18 17:00:00+00:00,2201,Twitter for iPhone,Bartosz Bianchi just keeps getting better and better every week!,POSITIVE,bartosz bianchi just keeps getting better and better every week!,0.8,Bartosz Bianchi
23231,2023-03-19 16:00:00+00:00,107,Twitter Web App,The stats don't lie - Declan Pavlovic is having an incredible season.,POSITIVE,the stats don't lie - declan pavlovic is having an incredible season.,0.8,Declan Pavlovic
23232,2023-06-26 06:00:00+00:00,2899,TweetDeck,The stats don't lie - Declan Pavlovic is having an incredible season.,NEGATIVE,the stats don't lie - declan pavlovic is having an incredible season.,0.2,Declan Pavlovic
23233,2024-03-13 00:00:00+00:00,4694,Twitter Web App,Martin Santos just keeps getting better and better every week!,NEGATIVE,martin santos just keeps getting better and better every week!,0.2,Martin Santos
23234,2024-03-03 07:00:00+00:00,4694,Twitter Web App,That goal by Martin Santos was absolutely sensational! 🚀,NEUTRAL,that goal by martin santos was absolutely sensational! 🚀,0.5,Martin Santos
23235,2023-08-27 20:00:00+00:00,4493,Twitter for iPhone,What a performance by Martin Santos tonight! Absolutely world class 🔥,NEUTRAL,what a performance by martin santos tonight! absolutely world class 🔥,0.5,Martin Santos
23236,2023-06-10 00:00:00+00:00,1381,Twitter Web App,Martin Santos is criminally underrated. Change my mind.,NEUTRAL,martin santos is criminally underrated. change my mind.,0.5,Martin Santos
23237,2023-12-20 01:00:00+00:00,1910,Twitter for iPhone,Elias Maksimovic is criminally underrated. Change my mind.,NEUTRAL,elias maksimovic is criminally underrated. change my mind.,0.5,Elias Maksimovic
23238,2023-09-04 04:00:00+00:00,2720,Twitter Web App,The stats don't lie - Elias Maksimovic is having an incredible season.,NEGATIVE,the stats don't lie - elias maksimovic is having an incredible season.,0.2,Elias Maksimovic
23239,2022-11-09 14:00:00+00:00,1566,Twitter Web App,Future Ballon d'Or winner? Elias Maksimovic is making a strong case.,NEUTRAL,future ballon d'or winner? elias maksimovic is making a strong case.,0.5,Elias Maksimovic
23240,2023-08-16 23:00:00+00:00,3604,TweetDeck,What a performance by Andrea Martin tonight! Absolutely world class 🔥,POSITIVE,what a performance by andrea martin tonight! absolutely world class 🔥,0.8,Andrea Martin
23241,2023-06-12 14:00:00+00:00,2970,Twitter Web App,That goal by Andrea Martin was absolutely sensational! 🚀,POSITIVE,that goal by andrea martin was absolutely sensational! 🚀,0.8,Andrea Martin
23242,2024-02-04 13:00:00+00:00,2189,Twitter for Android,Kevin Schneider just keeps getting better and better every week!,POSITIVE,kevin schneider just keeps getting better and better every week!,0.8,Kevin Schneider
23243,2023-11-22 23:00:00+00:00,1057,Twitter Web App,What a performance by Gabriel Lopez tonight! Absolutely world class 🔥,POSITIVE,what a performance by gabriel lopez tonight! absolutely world class 🔥,0.8,Gabriel Lopez
23244,2023-10-23 16:00:00+00:00,2264,Twitter for iPhone,Gabriel Lopez's work rate is unmatched. What a player.,NEUTRAL,gabriel lopez's work rate is unmatched. what a player.,0.5,Gabriel Lopez
23245,2023-09-28 07:00:00+00:00,1378,TweetDeck,Anyone else think Julian Savic deserves more recognition?,POSITIVE,anyone else think julian savic deserves more recognition?,0.8,Julian Savic
23246,2023-05-04 23:00:00+00:00,4494,TweetDeck,What a performance by Julian Savic tonight! Absolutely world class 🔥,NEUTRAL,what a performance by julian savic tonight! absolutely world class 🔥,0.5,Julian Savic
23247,2023-01-24 14:00:00+00:00,3440,TweetDeck,Future Ballon d'Or winner? Julian Savic is making a strong case.,NEUTRAL,future ballon d'or winner? julian savic is making a strong case.,0.5,Julian Savic
23248,2023-02-16 03:00:00+00:00,3632,Twitter for Android,Julian Savic just keeps getting better and better every week!,NEGATIVE,julian savic just keeps getting better and better every week!,0.2,Julian Savic
23249,2023-02-02 18:00:00+00:00,1750,Twitter for iPhone,What a performance by Julian Savic tonight! Absolutely world class 🔥,POSITIVE,what a performance by julian savic tonight! absolutely world class 🔥,0.8,Julian Savic
23250,2023-07-30 02:00:00+00:00,3839,Twitter for Android,Can we talk about how good Harry Santos has been this season?,NEGATIVE,can we talk about how good harry santos has been this season?,0.2,Harry Santos
23251,2024-01-28 12:00:00+00:00,2963,Twitter Web App,Harry Santos just keeps getting better and better every week!,NEUTRAL,harry santos just keeps getting better and better every week!,0.5,Harry Santos
